
1	1e-06
2	1e-06
3	2e-06
4	2e-06
5	2e-06
6	3e-06
7	3e-06
8	5e-06
9	8e-06
10	1.3e-05
11	2.1e-05
12	4e-05
13	7.7e-05
14	0.000151
15	0.000299
16	0.000595
17	0.001189
18	0.002372
19	0.004359
20	0.008734
21	0.017462
22	0.034868
23	0.071154
24	0.140166
25	0.279998
26	0.560312
27	1.11428
28	2.23106
29	4.45362
30	8.90918
