
4000	0.00312
8000	0.01
12000	0.015
16000	0.031
20000	0.062
24000	0.093
28000	0.109
32000	0.156
36000	0.187
40000	0.235
44000	0.265
48000	0.343
52000	0.391
56000	0.453
60000	0.546
64000	0.609
68000	0.671
72000	0.781
76000	0.953
80000	0.968
84000	1.078
88000	1.89
92000	1.312
96000	1.39
100000	1.468
