
100	0
200	0.015
300	0.031
400	0.062
500	0.109
600	0.171
700	0.265
800	0.391
900	0.578
1000	0.812
1100	1.046
1200	1.391
1300	1.812
1400	2.281
1500	2.813
1600	3.406
1700	4.109
1800	5.938
1900	5.766
2000	6.719
2100	7.735
2200	8.922
2300	10.531
2400	11.953
2500	13.313
