
2000000	0.265
4000000	0.625
6000000	1.047
8000000	1.484
10000000	1.969
12000000	2.454
14000000	3.016
16000000	3.484
18000000	4
20000000	4.547
22000000	5.109
24000000	5.672
26000000	6.25
28000000	6.797
30000000	7.422
32000000	7.953
34000000	8.641
36000000	9.156
38000000	9.734
40000000	10.39
42000000	11.016
44000000	11.75
46000000	12.312
48000000	12.844
50000000	13.469
