2	2e-05
4	5e-06
8	2e-06
16	3e-06
32	8e-06
64	2.6e-05
128	9.5e-05
256	0.000386
512	0.001809
1024	0.011081
2048	0.056303
4096	0.277671
8192	1.27668
16384	6.65084
